name,design_phase,x,y,z,max_error_pct,rms_error_pct,h_u1_fixed,a_d0_fixed,a_d1_fixed,h_d1_fixed,h_Q_fit,h_u0_fit,h_d0_fit,err_ct,err_ut,err_sb,err_db,err_Vus,err_Vcb,err_Vub
corridor_x_p5p0pct,corridor,0.05,0.0,0.0,3.4767857677855174,1.9543862064981543,-0.03116222356200069,0.253412031326656,0.23660675587066007,-0.6721677223548518,2.8349128940665995,3.098082982625182,2.812255828044181,3.4767857677855174,1.1397528652159261,0.5008745521169367,2.670755339763309,-1.4683893269037296,1.2697467532035933,1.4825885490382884
corridor_y_m5p0pct,corridor,0.0,-0.05,0.0,6.235549410861729,4.250955612906865,-0.029870817940513314,0.2664047440076489,0.2517627169770224,-0.6599308843918511,2.6115037363093987,2.8380430395606893,2.583509385695333,0.29369900841051955,-4.959049957346151,3.1006730065109345,6.235549410861729,-2.112665112643697,4.310823389722884,5.502102148194554
corridor_y_p5p0pct,corridor,0.0,0.05,0.0,14.938949630434074,7.779812570589824,-0.032106067573761166,0.24105298072041184,0.21681712512668444,-0.7108829948140439,3.5447674680253067,3.5832443863302066,3.2467379593114893,-4.269767948105862,-2.024721010144559,-3.383190834867844,-14.938949630434074,-2.426118582387804,-6.453100799709921,-10.917930863591085
corridor_z_m5p0pct,corridor,0.0,0.0,-0.05,2.6500994534688793,1.3356041247663255,-0.030843119834754677,0.2534120313266561,0.23708942979124487,-0.6865949694841751,2.9348992009368313,3.1602233101513875,2.868530115179537,0.7527988152417064,-0.7947343779568627,1.3299525056523542,2.6500994534688793,-0.5241803331988426,0.9444832592907071,1.1532325999355386
corridor_z_p5p0pct,corridor,0.0,0.0,0.05,2.8108571362209456,1.3955819731673473,-0.031110093375380975,0.2534120313266561,0.23033199490305833,-0.682926978873215,3.0288273969911508,3.242498705495609,2.933408966449735,-0.7651161128618966,0.6565497651265018,-1.3581646359923205,-2.8108571362209456,0.3379465819640659,-1.022914595275115,-1.3080488776673005
corridor_x_m8p0pct,corridor,-0.08,0.0,0.0,6.794159746010042,4.326923094573087,-0.03067014853045814,0.253412031326656,0.22907704270953755,-0.7055483747511587,3.2247939250905895,3.3756662920240292,3.049765422790211,-5.831250789254472,-4.363544787854401,-1.093677691865902,-6.794159746010042,0.015826166410315423,-2.9437102924499414,-4.689287481083881
corridor_x_p8p0pct,corridor,0.08,0.0,0.0,5.324168329234413,2.9054924662704327,-0.031271621837577555,0.25341203132665596,0.2383443819847656,-0.6647852847984649,2.756762463890441,3.0382035991462577,2.7609647189863886,5.324168329234413,1.4881209683994312,0.6977086059586135,3.811721500776577,-2.4871739272712134,1.8107506150230046,2.01272523053988
corridor_y_m8p0pct,corridor,0.0,-0.08,0.0,8.870655870442523,6.085833258258732,-0.029213501824835283,0.2745179763294078,0.2633468910710569,-0.645689098876424,2.4957299244297237,2.6211447512032864,2.4027656150617296,-2.290204380302574,-8.870655870442523,4.194782900072314,7.412909352800745,-2.1224826441821554,5.925633089681637,7.9474841752569025
corridor_y_p8p0pct,corridor,0.0,0.08,0.0,27.811488192385703,14.33922549482424,-0.03279441049240144,0.23392878848867832,0.20726018149910547,-0.7272028988938952,3.8014062703538234,3.7938462413006055,3.4446220501239404,-5.483792153434985,-7.416391494792474,-1.2786752966334025,-27.811488192385703,-10.455885440666613,-8.734681509011876,-19.836450991852583
corridor_z_m8p0pct,corridor,0.0,0.0,-0.08,4.237475995187312,2.149000205597142,-0.03076027305701559,0.2534120313266561,0.23921319504181834,-0.6877292460746062,2.905082166534171,3.13546290821416,2.8489568640078047,1.1989835806582194,-1.3830078223114661,2.156649045178183,4.237475995187312,-0.9240865783208152,1.4974134588567445,1.8093147701487844
corridor_z_p8p0pct,corridor,0.0,0.0,0.08,4.467342779818972,2.2109907861035905,-0.031190648479141124,0.2534120313266561,0.22840129922071925,-0.6818592789617577,3.054328175669438,3.267206104786852,2.9527662467452798,-1.184110786703163,0.9741961716005498,-2.134334065296095,-4.467342779818972,0.4331785505712116,-1.633503485090837,-2.121243632997849
