scale_ratio_Lambda_over_M,log_interval,sign,N_eff,mismatch_pct,below_1pct_flavor_window
4.961947603002903,1.6017983255610753,suppression,20.761969237984534,-1.1334798191212636,True
4.961947603002903,1.6017983255610753,enhancement,21.241031448021403,1.1477688001019226,False
5.0389626250651505,1.617200232537624,suppression,20.759694917944586,-1.1443099145495905,True
5.0389626250651505,1.617200232537624,enhancement,21.24336375186163,1.1588750088649125,False
5.117173007114605,1.6326021395141728,suppression,20.7574208716743,-1.1551387063128638,True
5.117173007114605,1.6326021395141728,enhancement,21.245696336834555,1.1699825563550315,False
5.196597302486198,1.6480040464907217,suppression,20.755147099139084,-1.165966194575796,True
5.196597302486198,1.6480040464907217,enhancement,21.248029202975722,1.1810914427415442,False
5.277254352483538,1.6634059534672703,suppression,20.75287360030436,-1.1767923795030555,True
5.277254352483538,1.6634059534672703,enhancement,21.250362350320675,1.192201668193693,False
5.359163290848515,1.6788078604438192,suppression,20.750600375135548,-1.1876172612592995,True
5.359163290848515,1.6788078604438192,enhancement,21.252695778904965,1.2033132328807872,False
5.442343548300267,1.694209767420368,suppression,20.748327423598077,-1.1984408400091517,True
5.442343548300267,1.694209767420368,enhancement,21.25502948876415,1.2144261369721576,False
5.526814857144603,1.7096116743969167,suppression,20.746054745657375,-1.2092631159172584,True
5.526814857144603,1.7096116743969167,enhancement,21.257363479933794,1.2255403806371135,False
5.612597255954972,1.7250135813734655,suppression,20.743782341278887,-1.2200840891481546,True
5.612597255954972,1.7250135813734655,enhancement,21.25969775244946,1.2366559640450303,False
5.699711094326076,1.7404154883500143,suppression,20.741510210428046,-1.2309037598664418,True
5.699711094326076,1.7404154883500143,enhancement,21.26203230634671,1.2477728873652838,False
5.788177037701274,1.7558173953265632,suppression,20.7392383530703,-1.2417221282366775,True
5.788177037701274,1.7558173953265632,enhancement,21.264367141661126,1.2588911507672718,False
5.878016072274912,1.771219302303112,suppression,20.73696676917109,-1.2525391944233855,True
5.878016072274912,1.771219302303112,enhancement,21.26670225842829,1.2700107544204142,False
5.969249509970735,1.786621209279661,suppression,20.734695458695885,-1.263354958591023,True
5.969249509970735,1.786621209279661,enhancement,21.269037656683782,1.2811316984941978,False
6.061898993497573,1.8020231162562097,suppression,20.73242442161013,-1.2741694209041476,True
6.061898993497573,1.8020231162562097,enhancement,21.271373336463185,1.2922539831580204,False
6.155986501483509,1.8174250232327585,suppression,20.730153657879292,-1.2849825815271831,True
6.155986501483509,1.8174250232327585,enhancement,21.2737092978021,1.3033776085814353,False
6.251534353689713,1.8328269302093074,suppression,20.72788316746884,-1.2957944406245758,True
6.251534353689713,1.8328269302093074,enhancement,21.276045540736117,1.3145025749338846,False
