n_fixed,fixed,n_fitted,max_error_pct,rms_error_pct,h_Q,h_u0,h_u1,a_d0,a_d1,h_d0,h_d1
5,c_Q+c_u0+c_u1+a_d0+c_d0,2,1.3947788064734068,0.6191160756837878,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.242498774653389,2.6525975022153876,-0.6566876108233184
5,c_Q+c_u0+c_u1+a_d0+c_d1,2,1.5829577235477288,1.0446281479674593,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24468379697713472,2.654866660034005,-0.6631493755538469
5,c_Q+c_u0+c_u1+a_d1+c_d0,2,1.486297179007856,0.7700354247941897,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2627223111524134,0.24395430601509957,2.6525975022153876,-0.6597618688253628
5,c_Q+c_u0+c_u1+a_d1+c_d1,2,0.7020601112268654,0.48099882274201516,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.25773788984046275,0.24395430601509957,2.6634869811942896,-0.6631493755538469
5,c_Q+c_u0+c_u1+c_d0+c_d1,2,2.1278084741765735,1.1518600101702627,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.26353710810643294,0.24496990972068586,2.6525975022153876,-0.6631493755538469
5,c_Q+c_u0+a_d0+a_d1+c_d0,2,1.3808636561387422,0.8086939400280474,2.7789116689875484,2.90522583575971,-0.031622930909082726,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6599987083266439
5,c_Q+c_u0+a_d0+a_d1+c_d1,2,2.372922151235346,1.2165525151404672,2.7789116689875484,2.90522583575971,-0.031622675289806765,0.2635365830624751,0.24395430601509957,2.6563437605531015,-0.6631493755538469
5,c_Q+c_u0+a_d0+c_d0+c_d1,2,2.1284487034420874,1.145769793678069,2.7789116689875484,2.90522583575971,-0.03162304718423428,0.2635365830624751,0.24496987060123832,2.6525975022153876,-0.6631493755538469
5,c_Q+c_u0+a_d1+c_d0+c_d1,2,3.0014527980724903,1.5232138178979222,2.7789116689875484,2.90522583575971,-0.031623068855620905,0.26406453722496553,0.24395430601509957,2.6525975022153876,-0.6631493755538469
5,c_Q+c_u1+a_d0+a_d1+c_d0,2,1.3948787137078922,0.8171882906797522,2.7789116689875484,2.9053039853002525,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6599846662289783
5,c_Q+c_u1+a_d0+a_d1+c_d1,2,1.1691845860943628,0.7476158349951667,2.7789116689875484,2.9246904681017067,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.668311822677338,-0.6631493755538469
5,c_Q+c_u1+a_d0+c_d0+c_d1,2,1.6542159583514238,1.0947184516684445,2.7789116689875484,2.9029117290441264,-0.03157854169304032,0.2635365830624751,0.24488109927932394,2.6525975022153876,-0.6631493755538469
5,c_Q+c_u1+a_d1+c_d0+c_d1,2,2.1277398199462505,1.0329177777815022,2.7789116689875484,2.8865748375674953,-0.03157854169304032,0.25634405674093463,0.24395430601509957,2.6525975022153876,-0.6631493755538469
5,c_Q+a_d0+a_d1+c_d0+c_d1,2,2.941633428004442,1.416527387529312,2.7789116689875484,2.901535371992371,-0.03161816836165894,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6631493755538469
5,c_u0+c_u1+a_d0+a_d1+c_d0,2,1.1761437653339923,0.7903392212552957,2.7695106421291142,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6597904328844096
5,c_u0+c_u1+a_d0+a_d1+c_d1,2,2.1381090820832505,1.1397839021484124,2.797761656448585,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6565895950127714,-0.6631493755538469
