name,design_phase,x,y,z,success,nfev,cost,max_error_pct,rms_error_pct,h_Q,h_u0,h_u1,a_d0,a_d1,h_d0,h_d1,err_ct,err_ut,err_sb,err_db,err_Vus,err_Vcb,err_Vub,Gmax_y
corridor_z_m3p0pct,corridor,0.0,0.0,-0.03,True,7,1.149427431760339e-22,9.847012094610363e-10,4.0521994530341547e-10,2.7966843434267887,2.908077657232957,-0.0315438393204356,0.2592859412262234,0.2419894590911983,2.660709480282141,-0.6576717044359495,2.9805047319086947e-10,9.847012094610363e-10,1.0933476346508542e-10,-3.6881608878047694e-11,2.6532109842491986e-10,-7.848166561075232e-11,-3.290701044988964e-11,0.756195149832988
corridor_z_m5p0pct,corridor,0.0,0.0,-0.05,True,6,7.906595534642612e-24,2.7674529334831277e-10,1.0627836338177195e-10,2.7996719550910565,2.9047467455374263,-0.0315039032651357,0.2590215434286025,0.2417857354490968,2.657955009093968,-0.6566707096529557,-3.962385974887184e-11,-2.7674529334831277e-10,-8.304468224196171e-12,-6.017408793468349e-12,-2.572386748056488e-11,-3.774758283725532e-13,1.1857181902996672e-11,0.7550396489748066
corridor_z_m8p0pct,corridor,0.0,0.0,-0.08,True,7,5.87098358135849e-23,7.623457420891101e-10,2.8960540840133276e-10,2.80379534499225,2.89990438813954,-0.0314448116438729,0.2586480924324164,0.2414925443345563,2.653917640233371,-0.6552044922382712,1.3811174426336947e-11,7.623457420891101e-10,-1.7985612998927536e-12,1.836308882730009e-11,-1.1035616864774056e-11,4.729550084903167e-12,7.247535904753022e-11,0.7532631353171855
corridor_z_p3p0pct,corridor,0.0,0.0,0.03,True,7,1.6278224413242072e-23,3.935185510783867e-10,1.524941170668403e-10,2.7880986271433645,2.914626996195719,-0.0316539942163759,0.2599803128888964,0.2425926954933154,2.666256370840049,-0.6601141470372064,5.240252676230739e-12,-3.935185510783867e-10,8.43769498715119e-13,-1.871836019518014e-11,-3.68594044175552e-12,-4.207745263329343e-12,8.668621376273221e-11,0.7595262180692144
corridor_z_p5p0pct,corridor,0.0,0.0,0.05,True,7,5.735484977580933e-23,4.816369525428853e-10,2.862443900496564e-10,2.7851782145163635,2.916916964382914,-0.031692744603011,0.2602231004065818,0.2428021005582639,2.668193041371853,-0.6609635476083756,4.816369525428853e-10,2.4897861550243755e-10,1.9479973190073e-10,-1.2035927809961322e-10,4.4828585288314566e-10,-1.45372602844418e-10,-7.113198918773378e-11,0.7605923053422867
corridor_z_p8p0pct,corridor,0.0,0.0,0.08,True,7,2.766639884629724e-22,1.6032286609402036e-09,6.286762432716048e-10,2.7808779211796217,2.91892249717424,-0.0317449793110732,0.2605435269885064,0.2431076321423466,2.6699567849324497,-0.6619853219205495,-3.1271651934616784e-10,1.6032286609402036e-09,-1.2487788580983758e-10,1.0405010186786967e-10,-2.41096032027599e-10,9.403589018575076e-11,-7.149836278586008e-11,0.7621508214679602
axis_x_m1p0pct,phase1_axis,-0.01,0.0,0.0,True,8,6.0714075898789e-23,4.3962611329106944e-10,2.9450515202705826e-10,2.793730655025467,2.898954593330468,-0.0316186565704963,0.2602252151307971,0.2426484706212448,2.652202364252298,-0.6574875448020413,4.18776124888609e-10,-4.2302827907292334e-10,1.7572610033766978e-10,-5.5577764612735336e-11,4.3962611329106944e-10,-1.3119505481995475e-10,-9.140466161738914e-11,0.7543515504781227
axis_x_m2p0pct,phase1_axis,-0.02,0.0,0.0,True,7,1.0412742058258724e-22,1.014399675369759e-09,3.8568571662775975e-10,2.795231024067696,2.8866073604085742,-0.0316406506867081,0.2608221628774918,0.2430115674100771,2.64098524564697,-0.6561051060806967,7.149836278586008e-12,-1.014399675369759e-09,-2.043920588334913e-11,7.993605777301127e-12,2.2915003228263228e-11,8.992806499463768e-12,-1.0549339179988235e-10,0.7508201697943704
axis_x_p1p0pct,phase1_axis,0.01,0.0,0.0,True,7,1.2568882764585955e-24,8.399947404313933e-11,4.237399786383113e-11,2.7907928517671228,2.9242616868204614,-0.0315783579208791,0.2590643479672903,0.2419355742640221,2.6751392224435824,-0.6603592386657323,-4.9937831647639535e-11,8.399947404313933e-11,7.105427357601002e-13,-1.8673951274195133e-11,2.1849189124623077e-11,-5.540012892879531e-12,-4.649614027130156e-11,0.7614228927358473
axis_x_p2p0pct,phase1_axis,0.02,0.0,0.0,True,8,1.7324834705108631e-22,1.315592079720318e-09,4.974914265233258e-10,2.7892731733829934,2.9371179855930376,-0.0315590546365223,0.2585003876299951,0.2415859848363574,2.6867654218604486,-0.661826082415447,-9.825473767932635e-12,-1.315592079720318e-09,-1.3411494137471893e-11,-1.961764084512652e-11,2.0050627824730327e-11,1.4233059175694508e-11,-2.0872192862952943e-11,0.7649626118568106
axis_y_m1p0pct,phase1_axis,0.0,-0.01,0.0,True,10,1.3957744012656238e-23,3.712585794346524e-10,1.4120773906894454e-10,2.764480775944859,2.841185260608608,-0.0314179565990075,0.2574164502003174,0.2432699425620781,2.610328006587411,-0.6500444719185368,3.494982081519993e-11,3.712585794346524e-10,8.104628079763643e-12,3.1086244689504387e-12,-1.1446399383885364e-11,1.021405182655144e-12,-1.7763568394002505e-11,0.7498154214162595
axis_y_m2p0pct,phase1_axis,0.0,-0.02,0.0,True,10,1.2961908369223028e-22,1.1375900221821664e-09,4.303139913528971e-10,2.73788421848282,2.764425856417557,-0.0312692673704815,0.2553757100094048,0.2446031685651973,2.5516950657471207,-0.640782857634047,-1.0336176359260207e-11,-1.1375900221821664e-09,-7.549516567451064e-13,8.326672684688674e-12,1.021405182655144e-11,-9.259260025373806e-12,-4.138911435802584e-11,0.7417772426544795
axis_y_p1p0pct,phase1_axis,0.0,0.01,0.0,True,11,3.14728888620768e-23,5.463851593390244e-10,2.1204012214974402e-10,2.8218922511004214,2.9763128397300056,-0.0318089782418438,0.2619836704840647,0.2415924698044507,2.7123221551399093,-0.667466418277226,-1.3122836151069349e-11,-5.463851593390244e-10,-8.060219158778636e-12,-6.017408793468349e-12,-4.6429526889824047e-11,3.3084646133829665e-12,1.1726175586090903e-10,0.7659876545256135
axis_y_p2p0pct,phase1_axis,0.0,0.02,0.0,True,8,1.9451622858443148e-24,1.3529177778082158e-10,5.2714468822895687e-11,2.8524404051289647,3.036614849688632,-0.032044004480673,0.2644633448973867,0.2411409336645255,2.757260657552379,-0.6757935639466934,-1.2279066652354231e-11,-1.3529177778082158e-10,3.996802888650564e-12,2.19824158875781e-12,1.758593271006248e-11,1.887379141862766e-12,-2.5757174171303632e-11,0.774120066457845
axis_z_m1p0pct,phase1_axis,0.0,0.0,-0.01,True,7,1.390407083476532e-23,3.693489958322971e-10,1.4093640417064847e-10,2.79383799527173,2.910191769348588,-0.0315793714025606,0.2595117773101917,0.2421863713242617,2.662500226602711,-0.6584646259761451,-2.1083135237631723e-11,3.693489958322971e-10,1.7763568394002505e-13,9.969802761133906e-12,-1.73749903353837e-11,9.325873406851317e-13,4.2144066014770936e-11,0.7573279069848019
axis_z_m2p0pct,phase1_axis,0.0,0.0,-0.02,True,8,1.0969845816756465e-25,2.3314683517128287e-11,1.251899275079867e-11,2.7951618659260307,2.9096007812137925,-0.0315633341364072,0.2594161621022251,0.242092126589084,2.6619702043252573,-0.6581491591171816,7.926992395823618e-12,1.8895995879120164e-11,3.552713678800501e-12,-2.3314683517128287e-11,-9.681144774731363e-12,-1.7763568394002505e-13,5.218048215738236e-12,0.7567643570484794
axis_z_p1p0pct,phase1_axis,0.0,0.0,0.01,True,7,2.6042488295327246e-23,5.048850226785362e-10,1.9288222773908028e-10,2.790753832022617,2.9128479795165947,-0.031617325480632,0.2597654482182744,0.2423935632258353,2.6647073073542065,-0.6593579302471355,-1.7819079545233762e-11,5.048850226785362e-10,2.664535259100376e-13,5.750955267558311e-12,-1.807443084089755e-11,-2.8976820942716586e-12,6.94999613415348e-11,0.7584381728875973
axis_z_p2p0pct,phase1_axis,0.0,0.0,0.02,True,6,9.852547818862256e-25,7.15871806278301e-11,3.751919379905539e-11,2.789336293990956,2.914201059622922,-0.031637528796724,0.2598902669022565,0.2424977061869697,2.6658463523017915,-0.6598181725350452,1.6697754290362354e-11,-7.15871806278301e-11,-5.573319583618286e-12,1.2789769243681803e-11,-2.4835689060864752e-11,2.131628207280301e-12,6.0285110237146e-11,0.758984956479736
pair_xm1p5_ym1p5,phase2_interaction,-0.015,-0.015,0.0,True,10,4.04287105275808e-25,4.605205106145149e-11,2.403205240717557e-11,2.753626269643781,2.7845285891570373,-0.0313732784853525,0.2572702843134475,0.2444566211312171,2.5644154857963315,-0.6432874539890818,9.525713551283843e-12,4.605205106145149e-11,3.197442310920451e-12,3.552713678800501e-13,1.5099033134902129e-12,-5.67323965583455e-12,-4.226619054747971e-11,0.7406367998648663
pair_xm1p5_yp1p5,phase2_interaction,-0.015,0.015,0.0,True,10,4.859182628121819e-24,2.09277040141842e-10,8.33164763046059e-11,2.8390458656183126,2.9883564309955326,-0.0319533629618238,0.2640749203548873,0.241856199311849,2.718314122694891,-0.6695678910701977,1.3877787807814455e-11,2.09277040141842e-10,-1.0691447727140256e-11,2.353672812205332e-12,-2.7289281945286348e-11,1.84297022087776e-12,6.110667527536862e-11,0.764602425635668
pair_xm1p5_zm1p5,phase2_interaction,-0.015,0.0,-0.015,True,8,7.584887765263734e-23,8.61821725095524e-10,3.2917400353764085e-10,2.7966702110003294,2.8909554233121444,-0.0316019255736208,0.2603427376544717,0.2426792664530155,2.6450649251406517,-0.6561600366895579,9.059419880941276e-12,-8.61821725095524e-10,3.9968028886505646e-13,3.0198066269804258e-12,5.835332217429823e-11,2.886579864025407e-12,-1.1066703109463559e-10,0.7517485352975302
pair_xm1p5_zp1p5,phase2_interaction,-0.015,0.0,0.015,True,6,1.2400199332892503e-22,1.108224623180831e-09,4.2088710383169807e-10,2.792461276828341,2.894580926314089,-0.0316587770442578,0.2606988363225631,0.2429804718856713,2.6481230206429776,-0.6574413045397053,-1.91180404840452e-11,1.108224623180831e-09,8.992806499463768e-12,4.487521465534883e-11,5.586642259913788e-11,-7.2719608112947745e-12,-7.890355036010988e-11,0.7534099692736869
pair_xp1p5_ym1p5,phase2_interaction,0.015,-0.015,0.0,True,10,2.135195969673443e-22,1.4552137272971775e-09,5.522932696250402e-10,2.7483649436368887,2.8229663772803115,-0.0313057260719226,0.2554888233374991,0.243326494818067,2.5991691707402778,-0.6476635217742301,3.6171066142287594e-11,1.4552137272971775e-09,9.303668946358812e-12,-2.0361490271625368e-11,-4.92605956026182e-11,-6.45039577307216e-12,1.1519674103510623e-10,0.7509530022466525
pair_xp1p5_yp1p5,phase2_interaction,0.015,0.015,0.0,True,10,7.400396473402502e-23,8.59223803217901e-10,3.2514607149330216e-10,2.835088435625545,3.025724357266934,-0.0318948544978903,0.2623564691776769,0.2408287479830494,2.752238843856214,-0.6737599243092298,2.6401103525586223e-11,-8.59223803217901e-10,-1.4876988529977098e-12,-2.0572432646304147e-11,1.0236256287043943e-11,2.55351295663786e-12,2.3248070135650775e-11,0.7755050025787801
pair_xp1p5_zm1p5,phase2_interaction,0.015,0.0,-0.015,True,7,1.4795458119371651e-22,1.2154721673596214e-09,4.5974311850731903e-10,2.79225226364253,2.929171200415789,-0.0315421220217482,0.2586103146283074,0.2416093520551506,2.679666650961133,-0.6605049444739691,2.8088642523016457e-11,1.2154721673596214e-09,1.7763568394002505e-12,1.2523315717771766e-11,9.325873406851317e-12,-7.771561172376097e-14,-3.3728575488112256e-11,0.7623513862109038
pair_xp1p5_zp1p5,phase2_interaction,0.015,0.0,0.015,True,8,7.741051671194386e-23,8.690048680648487e-10,3.3254520881157423e-10,2.78778398442291,2.9319881081406547,-0.031594420109919,0.2589485705571295,0.2419115553065176,2.6820587696880915,-0.6616435144149162,-7.560618797697316e-12,-8.690048680648487e-10,9.969802761133906e-12,-1.5420997812043424e-11,4.5408121707168896e-11,-4.274358644806853e-12,-1.282973727256831e-10,0.7640207989137054
pair_ym1p5_zm1p5,phase2_interaction,0.0,-0.015,-0.015,True,7,3.443106530955453e-24,1.7019718967503647e-10,7.013314938316117e-11,2.75315655369424,2.801067471700064,-0.0313138476747992,0.2562078697288225,0.2437618937345828,2.579549654401668,-0.6447573834302303,6.039613253960852e-12,-1.7019718967503647e-10,-7.449596495234799e-12,8.482103908136196e-12,-1.2601031329495528e-11,5.062616992290714e-12,7.152056724635257e-11,0.7449740800170889
pair_ym1p5_zp1p5,phase2_interaction,0.0,-0.015,0.015,True,10,9.682279603154797e-24,3.1042945991544e-10,1.176086918020993e-10,2.7488947672776685,2.805791723237104,-0.0313635396767763,0.2565254517884969,0.244016255938282,2.5835251060369795,-0.6461023165106483,6.661338147750939e-14,-3.1042945991544e-10,-4.907185768843192e-12,-2.864375403532904e-12,6.1728400169158696e-12,5.773159728050814e-12,-1.87738713464114e-11,0.7465980290731196
pair_yp1p5_zm1p5,phase2_interaction,0.0,0.015,-0.015,True,9,2.470846194250076e-22,1.4388490399142027e-09,5.94119525919623e-10,2.8392016993714724,3.005647523441142,-0.0318926046945346,0.2630164042037411,0.2411699659331642,2.734097751730399,-0.6710449035002987,-4.151790022888235e-10,1.4388490399142027e-09,-1.7266188478970435e-10,9.432454817215329e-11,-4.064193426245311e-10,1.2294609774698984e-10,9.583445148564351e-11,0.7691897471702105
pair_yp1p5_zp1p5,phase2_interaction,0.0,0.015,0.015,True,6,5.075638889103585e-23,4.39603908830577e-10,2.692745864744859e-10,2.834952424221914,3.0080165874308844,-0.0319532516012991,0.2633856643452297,0.2415024019836601,2.7361272041071643,-0.6722093354956357,-4.39603908830577e-10,3.1006308631731367e-10,-1.8098855747439302e-10,1.1104450692300816e-10,-3.938072090647893e-10,1.3411494137471888e-10,-3.497202527569243e-12,0.7708976680394118
validation_01,phase2_validation,-0.0166906968976708,-0.0177588310503958,-0.0167414382814477,True,8,1.355305092801996e-23,3.6206593279075605e-10,1.3914547577494515e-10,2.749055500998623,2.757794357781909,-0.0313105585541386,0.2566453847910942,0.2447789742290202,2.543447410694863,-0.6396573517707677,-6.217248937900878e-13,-3.6206593279075605e-10,1.1013412404281551e-11,-6.94999613415348e-12,1.2012613126444194e-11,-4.207745263329343e-12,-6.408207298136404e-11,0.7369617640422645
validation_02,phase2_validation,-0.0122683900042898,0.010103876561482,0.0044575806308353,True,10,4.017199046304107e-23,6.312617095716178e-10,2.3955924890967185e-10,2.823202764923978,2.9624858072998963,-0.031846958515538,0.2627922628976206,0.2420691155765398,2.699594467530201,-0.6660920118521353,-4.463096558993129e-12,-6.312617095716178e-10,-3.907985046680551e-12,6.084022174945858e-12,1.2079226507921703e-11,1.7319479184152442e-12,5.4845017416482727e-11,0.7619060211128277
validation_03,phase2_validation,-0.0022073971764227,0.017230356477012,-0.0037629185249522,True,8,3.4788762228521687e-25,5.0892623448817176e-11,2.2292991614531783e-11,2.8447328213184546,3.01729261428585,-0.0319732764858955,0.2638422760419311,0.2412760918264389,2.7424259805318054,-0.6730538765616103,8.704148513061227e-12,5.0892623448817176e-11,-8.615330671091215e-12,-2.2304380564719395e-11,-4.729550084903167e-12,5.395683899678261e-12,-1.3777867735598191e-11,0.7708439094060341
validation_04,phase2_validation,0.010999625234478,0.0019447359453563,-0.0136949715867342,True,7,6.2014560226758896e-24,2.4449331448295197e-10,9.412360801263443e-11,2.798399382395788,2.936632547924244,-0.0315882470181168,0.2592773057034119,0.2416010916635189,2.6845162278747443,-0.6615527892816133,-4.773959005888173e-12,2.4449331448295197e-10,1.8207657603852567e-12,-5.795364188543317e-12,-1.5543122344752194e-12,3.1086244689504387e-12,-4.6540549192286556e-11,0.7625943858754667
validation_05,phase2_validation,0.0195131290489759,0.0096082345211527,0.0162620183224917,True,10,3.103905551994327e-22,1.089195400538756e-09,6.658945351136601e-10,2.8156325290086777,2.999741604231538,-0.0317940145195042,0.2609785903961795,0.2411229987294756,2.7338843754865425,-0.6705301480903038,1.089195400538756e-09,8.023137709756155e-10,4.196420988478167e-10,-2.506106433486366e-10,9.63984447821531e-10,-3.1675773115580336e-10,-7.313039063205906e-11,0.7736102002744257
validation_06,phase2_validation,0.0074415802694216,-0.0109447115094505,0.0086197077368819,True,8,2.111359288290774e-23,4.584777002492046e-10,1.7367286740398688e-10,2.7594267723013823,2.844843619830967,-0.0314006026229363,0.2568700279872692,0.2431827839226284,2.6145731764100257,-0.6506249314125471,-1.0447198661722725e-11,4.584777002492046e-10,-1.3600232051658168e-11,1.8163248682867558e-11,1.2745360322696795e-11,1.1968204205459188e-11,-2.0872192862952943e-12,0.7521019789590055
validation_07,phase2_validation,-0.0096297463073575,-0.0069259474504271,-0.0097270843377641,True,8,6.514935912870042e-23,8.048672839322534e-10,3.050744862872374e-10,2.775876396045961,2.8498187246006887,-0.0314734975523179,0.2585355908436394,0.2431955852174447,2.6149963668548755,-0.6509862748412616,1.9961809982760315e-11,-8.048672839322534e-10,-1.971756091734278e-11,-1.8540724511240114e-11,3.89910326248355e-11,1.3788969965844444e-11,-2.898792317296284e-11,0.7483971098141972
validation_08,phase2_validation,0.0042447431931197,-0.0008398559478993,0.010928888105964,True,9,2.0547519949522477e-22,1.431266216656013e-09,5.417895242184116e-10,2.7876115064449825,2.912406376395668,-0.0315927886866289,0.2593286010628071,0.2423191062547037,2.665188333954333,-0.6592290378081904,1.6187051699034782e-11,-1.431266216656013e-09,-6.23945339839338e-12,9.703349235223868e-12,4.9449333516804466e-11,3.885780586188048e-12,-5.807576641814194e-11,0.7593084622804864
