name,design_phase,x,y,z,X,Y,Z,rho,lambda_Phi,lambda_brane,mu2_tilde,g,bias,v_brane_reduced_planck,v_brane_GeV,length_unit_m,potential_unit_GeV4,surface_tension_unit_GeV3,false_Hessian_PhiPhi,false_Hessian_phiphi,false_Hessian_cross,true_Hessian_PhiPhi,true_Hessian_phiphi,true_Hessian_cross,false_Hessian_eigenvalue_soft,false_Hessian_eigenvalue_hard,true_Hessian_eigenvalue_soft,true_Hessian_eigenvalue_hard,m_false_Phi_dimless,m_false_phi_dimless,m_true_Phi_dimless,m_true_phi_dimless,m_false_Phi_GeV,m_false_phi_GeV,m_true_Phi_GeV,m_true_phi_GeV,xi_false_Phi_dimless,xi_false_phi_dimless,xi_true_Phi_dimless,xi_true_phi_dimless,xi_false_Phi_m,xi_false_phi_m,xi_true_Phi_m,xi_true_phi_m,r_max_dimless,R_peak_dimless,R_peak_m,action_FWHM_dimless,action_FWHM_m,R_gradient_peak_dimless,R_gradient_peak_m,gradient_FWHM_dimless,gradient_FWHM_m,gradient_FWHM_over_xi_false_Phi,gradient_FWHM_over_xi_false_phi,gradient_FWHM_over_xi_true_Phi,gradient_FWHM_over_xi_true_phi,false_phi_healing_over_rmax,Phi_gradient_peak_dimless,phi_gradient_peak_dimless,Phi_gradient_FWHM_dimless,phi_gradient_FWHM_dimless,gradient_peak_separation_dimless,gradient_peak_separation_over_FWHM,gradient_mean_dimless,gradient_std_dimless,gradient_skewness,gradient_kurtosis_excess,gradient_q05_dimless,gradient_q25_dimless,gradient_q50_dimless,gradient_q75_dimless,gradient_q95_dimless,gradient_q25_q75_width_dimless,gradient_q05_q95_width_dimless,Phi_gradient_integral,phi_gradient_integral,Phi_gradient_fraction,phi_gradient_fraction,sigma_gradient_dimless,sigma_gradient_GeV3,sigma_step_Rpeak_dimless,sigma_step_Rpeak_GeV3,sigma_action_equivalent_dimless,sigma_action_equivalent_GeV3,R_action_equivalent_dimless,R_action_equivalent_m,sigma_thin_Rpeak_dimless,sigma_gradient_over_action_equivalent,sigma_step_Rpeak_over_action_equivalent,field_path_length_dimless,field_straight_distance_dimless,field_path_tortuosity,Phi_midpoint_radius_dimless,phi_midpoint_radius_dimless,midpoint_separation_dimless,midpoint_separation_over_FWHM,hessian_soft_min_m2,hessian_hard_min_m2,hessian_soft_at_Rpeak_m2,hessian_hard_at_Rpeak_m2,hessian_soft_at_gradient_peak_m2,hessian_hard_at_gradient_peak_m2,hessian_mixing_at_Rpeak_sin2_2theta,hessian_mixing_angle_at_Rpeak_deg,hessian_mixing_at_gradient_peak_sin2_2theta,hessian_mixing_angle_at_gradient_peak_deg,field_path_tangent_angle_at_Rpeak_deg,field_path_tangent_angle_at_gradient_peak_deg,hessian_mixing_max_sin2_2theta,hessian_mixing_max_radius_dimless,tachyonic_soft_start_dimless,tachyonic_soft_end_dimless,tachyonic_soft_width_dimless,portal_m2_false,portal_m2_true,portal_xi_false_dimless,portal_xi_true_dimless,portal_xi_false_m,portal_xi_true_m,portal_cross_max_abs_m2,portal_cross_xi_min_dimless,portal_cross_xi_min_m,center_bulk_completion_fraction,center_brane_completion_fraction,center_energy_excess_fraction,DeltaV_dimless,DeltaV_GeV4,S_E,canonical_kinetic_speed_squared,thermodynamic_sound_speed
pair_xp1p5_zp1p5,phase2_interaction,0.015,0.0,0.015,3.1337044478918634,0.7453940198968323,25.355551399364163,2.374887889262116,0.0985111939603062,1e-08,1e-08,2.347975805604386,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.532242588728353,5.999999999999998e-08,-0.0,1.111224489795918,26.48560136964609,0.0,5.999999999999998e-08,13.532242588728353,1.111224489795918,26.48560136964609,3.678619658068547,0.0002449489742783178,1.0541463322499007,5.146416361862504,376212432430670.3,25050931599.44356,107807545399197.34,526324001327678.25,0.27184109610425133,4082.4829046386308,0.9486348995453654,0.19430996827433078,5.245094616493411e-31,7.87703162322247e-27,1.830363354154144e-30,3.749154131337977e-31,500.0,5.847660319179965,1.1282889930465265e-29,1.7454257035820475,3.367747957371574e-30,5.196049835409809,1.0025626518327316e-29,2.6072177803149024,5.0305506192894324e-30,9.590962579532242,0.0006386353210083278,2.7483890604956818,13.417828243551453,8.16496580927726,4.853910579607484,5.874786449435393,2.4135564182921314,2.0609018633028944,1.0208758698279095,0.39155757433681165,5.150533535741285,1.7212942283301813,2.313705085113312,29.359388166797387,2.740039679049342,4.1689628598918045,5.060427564494914,5.889408474691082,7.867051583234072,1.720445614799278,5.12701190418473,0.7909554166129306,0.32960517455323257,0.7058568923879308,0.2941431076120692,1.1205605911661631,1.1986161157158863e+42,2.339973766454881,2.5029706460641723e+42,1.4031193431308153,1.5008572229004052e+42,5.373012318525424,1.036707046510829e-29,1.5270698854737983,0.798621012996534,1.6676940403612703,3.2438252240504415,2.685089356227135,1.2080883701421379,4.444872369223234,7.279966615402292,2.8350942461790574,1.08740216010518,-0.9535786883476655,1.5616935605662847,-0.8538814446665268,1.6255954943932889,-0.7975037409490566,2.348736895626058,0.9970765545872714,43.45028454399522,0.5814021068499401,24.84242511509479,42.5291824514684,28.367949266922476,0.9999999854193581,5.901620900870869,3.731238801616734,9.950414600608358,6.219175798991624,14.087854833626313,26.48560139964609,0.26642658987814666,0.1943099681642842,5.140623299004975e-31,3.7491541292146604e-31,1.3172624994540834,0.8712922194892383,1.6811329101185627e-30,0.8640022923875635,0.9999998667800409,0.06426227149204658,0.7834260894729658,8.570201913932098e+55,1074.0336055950193,1.0,
pair_ym1p5_zm1p5,phase2_interaction,0.0,-0.015,-0.015,3.0870496668054983,0.7342965487090923,24.606181606172576,2.392766509451337,0.0941764533584248,1e-08,1e-08,2.211240339432115,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,12.728250615146603,5.999999999999998e-08,-0.0,1.0783828428921673,25.32016821289687,0.0,5.999999999999998e-08,12.728250615146603,1.0783828428921673,25.32016821289687,3.5676673913282055,0.0002449489742783178,1.0384521379881537,5.03191496479192,364865344111135.56,25050931599.44356,106202500152048.48,514613943449269.6,0.2802951873906918,4082.4829046386308,0.9629716800789211,0.19873149824608613,5.408213840662694e-31,7.87703162322247e-27,1.8580257537957205e-30,3.8344662617843035e-31,500.0,5.915329805408558,1.1413456229308598e-29,1.7779045947401562,3.430415030012327e-30,5.245926913621401,1.0121862885147185e-29,2.652030235701878,5.117014944172796e-30,9.461561792730045,0.0006496120859902603,2.7540064682738423,13.344790630108921,8.16496580927726,4.899412475519814,5.93662235926497,2.457158694002827,2.097946864133176,1.037209883745156,0.3911003237376935,5.19864121560573,1.7418376176353845,2.2982317157960055,29.103697353358868,2.7549863298048716,4.203628911668696,5.108616717306293,5.950327468715774,7.944840954349816,1.746698557047078,5.189854624544944,0.7847022979327307,0.32517936199241804,0.7070143838448971,0.2929856161551028,1.1098816599251489,1.1871933161055763e+42,2.3453527521489588,2.5087243188150737e+42,1.3942341444173108,1.4913531028614686e+42,5.419676398692923,1.045710744596872e-29,1.5217430310376194,0.7960511255367364,1.6821799706599116,3.2473381640360213,2.69142957467851,1.2065477003699472,4.489340038864016,7.3519697201136855,2.862629681249669,1.079410650268116,-0.9184289973501194,1.4927420606988486,-0.8205453946095804,1.555085759995119,-0.7685696128438286,2.2552085271283673,0.9970366493078611,43.43973311985304,0.5796607800968281,24.79187983851785,42.51660233242173,28.332138772137945,0.9999999986048167,5.971040460019167,3.753698070752948,10.103226166209136,6.349528095456188,13.267442036592687,25.32016824289687,0.2745404875057104,0.19873149812835497,5.2971785858067625e-31,3.834466259512715e-31,1.263931986918772,0.8894840146246787,1.7162334479315273e-30,0.8610123008053059,0.9999998227992788,0.06690386869277189,0.7717623942013743,8.442608226559035e+55,1095.280946109705,1.0,
pair_ym1p5_zp1p5,phase2_interaction,0.0,-0.015,0.015,3.0870496668054983,0.7342965487090923,25.355551399364163,2.392766509451337,0.0941764533584248,1e-08,1e-08,2.2785826334287367,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.132304379126333,5.999999999999998e-08,-0.0,1.0783828428921673,26.091282136358934,0.0,5.999999999999998e-08,13.132304379126333,1.0783828428921673,26.091282136358934,3.6238521464218616,0.0002449489742783178,1.0384521379881537,5.107962620885057,370611359014563.8,25050931599.44356,106202500152048.48,522391337237914.75,0.2759494481548827,4082.4829046386308,0.9629716800789211,0.19577277169399684,5.324364070348035e-31,7.87703162322247e-27,1.8580257537957205e-30,3.7773784964227033e-31,500.0,5.920871702987624,1.142414915895525e-29,1.7695516128111637,3.4142981951498664e-30,5.257302387599483,1.0143811530211366e-29,2.652283533693411,5.117503675255328e-30,9.611483376494228,0.0006496741310734731,2.754269506114698,13.547765150094875,8.16496580927726,4.909912913038044,5.948581190882953,2.4543225871590693,2.0883477625519102,1.0386682778449092,0.39161283650489737,5.2067817064198785,1.743904936586252,2.3018326134768414,29.15194093641888,2.761288935889428,4.210736192064677,5.116822715967748,5.958211954975548,7.9573042280575,1.747475762910871,5.196015292168072,0.7871389218273993,0.32544157967791953,0.7074894093168108,0.292510590683189,1.112580501505319,1.1900801524241636e+42,2.3442321019425556,2.5075256068417413e+42,1.3966657140673517,1.4939540497375245e+42,5.429128412687039,1.0475344831127196e-29,1.5231687070856321,0.79659756110521,1.6784489504762836,3.2531723499590095,2.692718895457472,1.2081366367083486,4.494541621367003,7.371203915743948,2.8766622943769447,1.0845983311486602,-0.9272256049465436,1.5190530929939863,-0.8306976376029482,1.5816875057886575,-0.773211255046201,2.293335107414756,0.9969989967384899,43.429842095978174,0.5768605807830653,24.7106588382647,42.49025744019657,28.25290644412416,0.9999999855011914,5.976290678778282,3.762156756531522,10.076088193879327,6.313931437347805,13.671495800572417,26.091282166358933,0.2704531121463208,0.19577277158144618,5.218313871087909e-31,3.7773784942510712e-31,1.2812760045555711,0.8834432433568804,1.7045779560613627e-30,0.8617164266663632,0.9999998692031905,0.06627782698682731,0.7717623942013743,8.442608226559035e+55,1102.9417171820064,1.0,
pair_yp1p5_zm1p5,phase2_interaction,0.0,0.015,-0.015,3.0870496668054983,0.7566592078837036,24.606181606172576,2.322049571921505,0.1061836546545359,1e-08,1e-08,2.347975805604385,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.515321676751114,5.999999999999998e-08,-0.0,1.1450663137503871,25.320168212896878,0.0,5.999999999999998e-08,13.515321676751114,1.1450663137503871,25.320168212896878,3.676319039032265,0.0002449489742783178,1.0700777138836166,5.031914964791921,375977148121829.75,25050931599.44356,109436847798877.47,514613943449269.7,0.27201121267843903,4082.4829046386308,0.9345115658662915,0.1987314982460861,5.248376966146335e-31,7.87703162322247e-27,1.8031127939891562e-30,3.834466261784303e-31,500.0,5.800700029167881,1.119228142135416e-29,1.734319429609113,3.3463187258611186e-30,5.1581315888162,9.952464368113378e-30,2.552170150777387,4.924337824581152e-30,9.382591716152753,0.0006251514606166606,2.731020400385871,12.842303174391985,8.16496580927726,4.823284303512646,5.820242510104587,2.3681871321073826,2.0505665492899547,0.9969582065919411,0.39063155968980723,5.129736803963595,1.70373763202347,2.3462018625045458,29.893394538215034,2.752912559337623,4.162605902565352,5.036324696885687,5.8538230224235,7.822533168453597,1.6912171198581474,5.069620609115974,0.7761582922180259,0.33199814852302134,0.7004049822595378,0.29959501774046204,1.1081564407410474,1.1853479223504255e+42,2.2603363021118703,2.4177858297063682e+42,1.3782730919331734,1.4742802422932023e+42,5.357632487494111,1.033739552997119e-29,1.4922540475181956,0.8040180478215251,1.6399770954981863,3.2100124343697454,2.6610315681400354,1.2063037781297077,4.425437450974175,7.20844928381196,2.7830118328377846,1.0904491740059274,-0.9674345747082831,1.5702915301333125,-0.8622107887405317,1.6336333864613999,-0.8183575238404883,2.338067670238461,0.9973953525545146,43.537298114019144,0.5970186469758089,25.297122619398966,42.68619784793295,28.778870462439702,0.9999999990728733,5.8517438226592775,3.7420309179549145,9.887120296679027,6.145089378724113,14.087854833626308,25.320168242896877,0.2664265898781467,0.19873149812835494,5.1406232990049766e-31,3.8344662595127147e-31,1.3296732341508666,0.8672165086769726,1.6732689450499404e-30,0.8700598234122193,0.9999998095307132,0.059047010929965234,0.7717623942013745,8.442608226559038e+55,1045.9809751308885,1.0,
pair_yp1p5_zp1p5,phase2_interaction,0.0,0.015,0.015,3.0870496668054983,0.7566592078837036,25.355551399364163,2.322049571921505,0.1061836546545359,1e-08,1e-08,2.4194823144982,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.944360730114003,5.999999999999998e-08,-0.0,1.1450663137503871,26.091282136358938,0.0,5.999999999999998e-08,13.944360730114003,1.1450663137503871,26.091282136358938,3.7342148746575905,0.0002449489742783178,1.0700777138836166,5.107962620885057,381898155231231.75,25050931599.44356,109436847798877.47,522391337237914.75,0.2677939094470816,4082.4829046386308,0.9345115658662915,0.19577277169399684,5.167005331055407e-31,7.87703162322247e-27,1.8031127939891562e-30,3.7773784964227033e-31,500.0,5.806241926746948,1.1202974351000813e-29,1.726155441836661,3.330566549708185e-30,5.169507062794283,9.974413013177559e-30,2.5521322272303046,4.9242646522038e-30,9.53021012501641,0.0006251421712827018,2.730979819243307,13.036196020248525,8.16496580927726,4.833493062210925,5.831909662902621,2.36522622164242,2.041202914366628,0.9984166006916961,0.3912088057346564,5.137881870916786,1.7057766159686991,2.3499265175248616,29.943644444359883,2.759289876393673,4.169755294197661,5.044516500412317,5.8616506999098075,7.834968846555116,1.6918954057121462,5.075678970161443,0.7785427227005831,0.3322624961149549,0.7008814052302982,0.2991185947697019,1.110805218815538,1.1881812078613278e+42,2.259315778472131,2.416694218872734e+42,1.38068377807927,1.4768588509712368e+42,5.367003322990408,1.0355476283587202e-29,1.4936797235662087,0.8045326789895569,1.636374537271065,3.2157175497754684,2.662224578186001,1.2079061909820579,4.43065956283303,7.22738339967282,2.7967238368397895,1.0958381415350595,-0.9767155520986313,1.597933372738627,-0.8728531941210591,1.6615259865840508,-0.8236623226071189,2.3769082868086087,0.9973661015396522,43.529100557792596,0.5945725591878089,25.225724624104803,42.660637953399274,28.705954545221346,0.9999999989344664,5.8569940414183925,3.7501979249135378,9.861160881703404,6.110962956789866,14.516893886989196,26.091282166358937,0.2624600147166908,0.19577277158144618,5.064089388851487e-31,3.7773784942510712e-31,1.3478986044663146,0.8613335982248735,1.661918041016731e-30,0.8707367300899851,0.9999998591782712,0.05847572768085572,0.7717623942013745,8.442608226559038e+55,1053.3181423559238,1.0,
validation_01,phase2_validation,-0.0166906968976708,-0.0177588310503958,-0.0167414382814477,3.0359522683218523,0.7322735404424437,24.563368748357654,2.379436546419164,0.094710565178513,1e-08,1e-08,2.195246843266748,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,12.635256521568374,5.999999999999998e-08,-0.0,1.072449076064223,24.857738326400852,0.0,5.999999999999998e-08,12.635256521568374,1.072449076064223,24.857738326400852,3.5546106005536493,0.0002449489742783178,1.0355911722606672,4.985753536467768,363530026118621.7,25050931599.44356,105909909187098.44,509893014174558.6,0.28132476728794,4082.4829046386308,0.9656320242833157,0.20057148687467313,5.4280792843123e-31,7.87703162322247e-27,1.863158810299855e-30,3.869968305399186e-31,500.0,5.942747614483936,1.1466358091770983e-29,1.7849967960179738,3.444099225402381e-30,5.272469686236926,1.017307639029694e-29,2.6551693134675123,5.123071703112205e-30,9.438092987916374,0.0006503809998691324,2.749669901884372,13.238019794541344,8.16496580927726,4.9253718904954376,5.963456810700446,2.4609519060435967,2.1070749800580915,1.0380849202050086,0.39096750438461647,5.22858624459923,1.7490612099048826,2.306745577553563,29.23165286018989,2.7772127330966225,4.230616715850716,5.137188324550055,5.981342313052822,7.987360166529225,1.7507255972021056,5.210147433432603,0.7765072482680396,0.32371736351748487,0.7057715669601929,0.294228433039807,1.1002246117855246,1.1768635814873424e+42,2.3099140283700335,2.4708170197571818e+42,1.379531227051572,1.4756260160430104e+42,5.452778486705092,1.0520976958752295e-29,1.5034914637841255,0.7975351265784678,1.6744195296738145,3.2400569024166606,2.685686757947666,1.206416531201364,4.514462897826149,7.385103575522358,2.8706406776962083,1.0811516475185914,-0.9115280668605297,1.4804737538696104,-0.8138762545733125,1.5419553503399948,-0.7644675144513393,2.230737814784889,0.9971073801459978,43.45848443110825,0.5830242585203251,24.889537590937337,42.54952537722054,28.41886985887855,0.9999999907938514,5.998166590274595,3.782574273928081,10.145310504693162,6.362736230765082,13.171481059600486,24.85773835640085,0.27553875652245463,0.2005714867536415,5.316439895154666e-31,3.8699683030639165e-31,1.2538392606199813,0.8930567713952333,1.7231269778546445e-30,0.8626810257327325,0.999999817253131,0.06542415100019768,0.7589880445804634,8.302864660393122e+55,1103.7096792643051,1.0,
validation_02,phase2_validation,-0.0122683900042898,0.010103876561482,0.0044575806308353,3.049407911528781,0.7529635655442194,25.089646645662924,2.319176487286364,0.105409638862924,1e-08,1e-08,2.3707798020031348,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.657724680981744,5.999999999999998e-08,-0.0,1.1339082620741274,25.502855629582022,0.0,5.999999999999998e-08,13.657724680981744,1.1339082620741274,25.502855629582022,3.695635896700559,0.0002449489742783178,1.0648512863654378,5.0500352107269535,377952683155566.2,25050931599.44356,108902341056593.33,516467101001045.56,0.27058942708419786,4082.4829046386308,0.9390982692176774,0.19801842131236344,5.2209440280327305e-31,7.87703162322247e-27,1.811962704249443e-30,3.820707650449172e-31,500.0,5.83511812992208,1.1258690142317579e-29,1.737880613987203,3.3531899271906985e-30,5.193716404850202,1.0021124232160303e-29,2.5637736056275693,4.9467263520847625e-30,9.474773767970667,0.0006279937149802975,2.730037621902274,12.947146980751624,8.16496580927726,4.856535688987041,5.859035793158048,2.3771909961920303,2.0551337967690237,1.0025001041710073,0.3910252067384132,5.163821599682771,1.7139964885549828,2.3506164550031943,29.94913196354772,2.7739650405821172,4.191226655145314,5.069719582696297,5.891024414856189,7.873813028455495,1.6997977597108749,5.099847987873378,0.7725879039003064,0.3304196617691124,0.7004375381880725,0.2995624618119275,1.1030075656694187,1.1798403891680928e+42,2.2422870080368362,2.3984792657185016e+42,1.3707540295613088,1.4662374203297683e+42,5.394177924843513,1.0407908884811856e-29,1.4828045720773992,0.8046721307267806,1.6358055199403279,3.2121705559091804,2.66055125905083,1.2073327078295588,4.453482730834165,7.259316942443461,2.8058342116092962,1.094415749288625,-0.9636303039746337,1.5720803776810608,-0.8604057252704029,1.634950101689328,-0.8138767815054372,2.337843277281702,0.9973691035455896,43.52993976817038,0.5961478138764447,25.271696203993088,42.6719044282693,28.750068053350276,0.9999999812167302,5.886453602233426,3.7700320846701945,9.920371682153425,6.15033959748323,14.224678812018807,25.50285565958202,0.265142145068874,0.1980184211958951,5.1158403112564445e-31,3.820707648201949e-31,1.327873175376329,0.8678041069650416,1.674402698798575e-30,0.8708657876158892,0.9999998428470788,0.05836707305245812,0.7623519553821956,8.339663785643976e+55,1061.7079836971143,1.0,
validation_03,phase2_validation,-0.0022073971764227,0.017230356477012,-0.0037629185249522,3.0802428375392807,0.75834871104569,24.884242645007703,2.314320622315864,0.1073719536821934,1e-08,1e-08,2.3851246618283866,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.735655203425658,5.999999999999998e-08,-0.0,1.150185535089319,25.549836694958177,0.0,5.999999999999998e-08,13.735655203425658,1.150185535089319,25.549836694958177,3.7061644868280816,0.0002449489742783178,1.0724670321689702,5.054684628634924,379029442067907.94,25050931599.44356,109681203379920.58,516942596970493.6,0.2698207280205875,4082.4829046386308,0.9324295945746583,0.1978362793071151,5.2061122039339195e-31,7.87703162322247e-27,1.7990956911412295e-30,3.8171932736133786e-31,500.0,5.79661652568857,1.118440242056189e-29,1.728412298427508,3.334921088637174e-30,5.158714946456103,9.953589939655132e-30,2.5441010036320733,4.908768640650498e-30,9.42885679056487,0.0006231749313001151,2.728464452903388,12.859628236753723,8.16496580927726,4.824159339972499,5.818492437184883,2.359987042770815,2.044141205939793,0.994333097212384,0.39083868753356465,5.130962284953674,1.702222824166871,2.3530622701831736,30.00028660405566,2.7582035486650662,4.165426186440115,5.03707151235231,5.852704983783969,7.822525726080598,1.687278797343854,5.064322177415532,0.7752110881773532,0.33249140927620213,0.699836905630753,0.300163094369247,1.1077024974535554,1.1848623584779331e+42,2.2482288066931346,2.404834955613295e+42,1.3759078754404082,1.4717502705739266e+42,5.360257570113587,1.0342460550276282e-29,1.4879155011265464,0.8050702501422895,1.6339966118541978,3.207994056986534,2.658104137629657,1.2068729782149308,4.425334631717932,7.207863480019406,2.7825288483014745,1.0937179162026236,-0.9743527659536134,1.5859849046658456,-0.8690699185553301,1.6494141187715652,-0.8243970733720674,2.356370721554807,0.9974172883482895,43.543475756175305,0.5982463757141036,25.332984795679632,42.69434779912394,28.80592238435393,0.9999999952954159,5.847076961540064,3.747864494353931,9.864369348722864,6.116504854368933,14.310747970970317,25.549836724958176,0.2643436201600503,0.19783627919096777,5.100433006178478e-31,3.8171932713723503e-31,1.3410327220707543,0.8635357313084742,1.6661669925355132e-30,0.8712987265662366,0.9999998284113123,0.058003198787248196,0.7700606868848199,8.423992590065364e+55,1045.721609590276,1.0,
validation_04,phase2_validation,0.010999625234478,0.0019447359453563,-0.0136949715867342,3.121193496627169,0.7468450248942589,24.63831433481211,2.365537593851447,0.099678449937803,1e-08,1e-08,2.2904495262162974,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.184919666088476,5.999999999999998e-08,-0.0,1.1155549824186126,25.633648793223845,0.0,5.999999999999998e-08,13.184919666088476,1.1155549824186126,25.633648793223845,3.6311044691785552,0.0002449489742783178,1.0561983631963328,5.0629683776638235,371353054062890.8,25050931599.44356,108017406604088.95,517789775983679.25,0.2753983005689243,4082.4829046386308,0.9467918478624964,0.19751259052133846,5.313729838521309e-31,7.87703162322247e-27,1.826807239718809e-30,3.8109477929556445e-31,500.0,5.839201633401391,1.1266569143109848e-29,1.7510850431184322,3.378667487847502e-30,5.184091003791824,1.000255230172138e-29,2.599101199556747,5.01488991358708e-30,9.437607981557846,0.0006366471728769705,2.745166432753461,13.15916718370392,8.16496580927726,4.843993499729155,5.859910829617901,2.409396891049149,2.067868476573164,1.0159173298887456,0.3908725562752236,5.144028264720173,1.717767352537251,2.31647907670516,29.412574029354573,2.7392116982568355,4.16514028047262,5.053247487174304,5.881011033075341,7.854846717472414,1.7158707526027204,5.115635019215579,0.7859290440554326,0.3295944753178318,0.7045383000951803,0.29546169990481974,1.1155235193732644,1.1932281737566719e+42,2.3251581248234863,2.487122982881961e+42,1.3958630874316647,1.4930955140831193e+42,5.3666514268594385,1.0354797310272068e-29,1.5187731365115853,0.7991639935301861,1.6657494175175085,3.2333709525662298,2.679879540732393,1.2065359294778493,4.440402599875159,7.257426188122724,2.817023588247565,1.083845288028024,-0.9476090607072447,1.5399216793980277,-0.8459008680531599,1.6033404858328568,-0.7962374512079075,2.313236802671197,0.9971785330581899,43.47757973574963,0.5862934362753691,24.98456487088378,42.580642443901475,28.501126326898724,0.999999991142771,5.892870536272344,3.729488728697029,9.966165256885702,6.236676528188673,13.742697157297782,25.633648823223844,0.26975158916937775,0.19751259040576033,5.2047781899769875e-31,3.8109477907255984e-31,1.3036878974704786,0.8758166214416707,1.689862611647744e-30,0.8645330856851805,0.999999820240768,0.0637979432508916,0.7802983516567925,8.53598637659088e+55,1064.6889253155034,1.0,
validation_05,phase2_validation,0.0195131290489759,0.0096082345211527,0.0162620183224917,3.147879222700822,0.7525904576179244,25.387570770073555,2.3574925180826822,0.1019099922735024,1e-08,1e-08,2.3965545099780527,0.0,4.2e-05,102270000000000.0,1.9294708164662168e-30,1.093938793855784e+56,1.069657567083e+42,13.812934662970758,5.999999999999998e-08,-0.0,1.1327847937951137,26.639002150653756,0.0,5.999999999999998e-08,13.812934662970758,1.1327847937951137,26.639002150653756,3.716575663560579,0.0002449489742783178,1.0643236320758427,5.1612984946284355,380094193112340.44,25050931599.44356,108848377852396.44,527845997045650.1,0.269064884055656,4082.4829046386308,0.939563841168887,0.19374969322947297,5.191528415212545e-31,7.87703162322247e-27,1.8128610117422673e-30,3.7383437878555025e-31,500.0,5.806825284386849,1.1204099922542565e-29,1.7305732374950296,3.339090557504119e-30,5.163381807575315,9.962594511989154e-30,2.5769122917486964,4.972077063522187e-30,9.577289510643324,0.0006312120226690324,2.7426686498948563,13.300213532192059,8.16496580927726,4.8247426976124,5.833659735822326,2.386270437607715,2.0443755734659455,1.0089170382099253,0.3915216833108715,5.122460194496365,1.7082075704802249,2.325591758424097,29.55824571460102,2.7336017464982225,4.149869421973233,5.031741193484802,5.852919719908718,7.82000337394924,1.7030502979354853,5.086401627451018,0.7907351511015919,0.33204728962590796,0.7042639093903535,0.2957360906096465,1.1227824407274998,1.2009927339120901e+42,2.324115943022781,2.4860082052325605e+42,1.4024248558258614,1.500114359299418e+42,5.346170408859148,1.0315279783748988e-29,1.5232653449967402,0.8006007851781224,1.657212458384555,3.2348929660426675,2.6776656896588222,1.20810188461385,4.419489744246417,7.229290901356629,2.809801157110212,1.0903751618195268,-0.9705745821186346,1.5895203834056906,-0.8686300216545852,1.6539387012543942,-0.8138202298970938,2.381873916002222,0.9971718355952656,43.47577217772637,0.5856040616917474,24.96451733123932,42.57097060221192,28.47501962331759,0.9999999960760404,5.85961915079795,3.7204466852785534,9.874869786241092,6.154423100962539,14.379327059868315,26.639002180653755,0.26371250191743434,0.1937496931203756,5.088255763869808e-31,3.7383437857505005e-31,1.340540760190603,0.8636941702404278,1.66647269583091e-30,0.8662519029321667,0.9999998660832412,0.06230397606104274,0.7869697831752056,8.608967754076323e+55,1057.4935894091082,1.0,
